"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|CH","Generation - Solar  [MW] Intraday / BZN|CH","Generation - Solar  [MW] Current / BZN|CH","Generation - Wind Offshore  [MW] Day Ahead/ BZN|CH","Generation - Wind Offshore  [MW] Intraday / BZN|CH","Generation - Wind Offshore  [MW] Current / BZN|CH","Generation - Wind Onshore  [MW] Day Ahead/ BZN|CH","Generation - Wind Onshore  [MW] Intraday / BZN|CH","Generation - Wind Onshore  [MW] Current / BZN|CH"
"10.07.2020 17:00 - 10.07.2020 18:00","22","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 18:00 - 10.07.2020 19:00","8","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 19:00 - 10.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 20:00 - 10.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 21:00 - 10.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 22:00 - 10.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"10.07.2020 23:00 - 11.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 00:00 - 11.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 01:00 - 11.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 02:00 - 11.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 03:00 - 11.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 04:00 - 11.07.2020 05:00","3","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 05:00 - 11.07.2020 06:00","12","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 06:00 - 11.07.2020 07:00","26","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 07:00 - 11.07.2020 08:00","46","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 08:00 - 11.07.2020 09:00","66","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 09:00 - 11.07.2020 10:00","85","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 10:00 - 11.07.2020 11:00","99","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 11:00 - 11.07.2020 12:00","108","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 12:00 - 11.07.2020 13:00","110","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 13:00 - 11.07.2020 14:00","104","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 14:00 - 11.07.2020 15:00","92","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 15:00 - 11.07.2020 16:00","74","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 16:00 - 11.07.2020 17:00","52","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 17:00 - 11.07.2020 18:00","29","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 18:00 - 11.07.2020 19:00","11","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 19:00 - 11.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 20:00 - 11.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 21:00 - 11.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 22:00 - 11.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"11.07.2020 23:00 - 12.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 00:00 - 12.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 01:00 - 12.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 02:00 - 12.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 03:00 - 12.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 04:00 - 12.07.2020 05:00","5","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 05:00 - 12.07.2020 06:00","23","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 06:00 - 12.07.2020 07:00","56","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 07:00 - 12.07.2020 08:00","98","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 08:00 - 12.07.2020 09:00","136","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 09:00 - 12.07.2020 10:00","169","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 10:00 - 12.07.2020 11:00","194","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 11:00 - 12.07.2020 12:00","207","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 12:00 - 12.07.2020 13:00","207","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 13:00 - 12.07.2020 14:00","192","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 14:00 - 12.07.2020 15:00","166","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 15:00 - 12.07.2020 16:00","130","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 16:00 - 12.07.2020 17:00","89","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 17:00 - 12.07.2020 18:00","45","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 18:00 - 12.07.2020 19:00","16","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 19:00 - 12.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 20:00 - 12.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 21:00 - 12.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 22:00 - 12.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"12.07.2020 23:00 - 13.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 00:00 - 13.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 01:00 - 13.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 02:00 - 13.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 03:00 - 13.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 04:00 - 13.07.2020 05:00","5","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 05:00 - 13.07.2020 06:00","24","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 06:00 - 13.07.2020 07:00","60","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 07:00 - 13.07.2020 08:00","105","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 08:00 - 13.07.2020 09:00","141","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 09:00 - 13.07.2020 10:00","171","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 10:00 - 13.07.2020 11:00","191","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 11:00 - 13.07.2020 12:00","198","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 12:00 - 13.07.2020 13:00","194","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 13:00 - 13.07.2020 14:00","179","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 14:00 - 13.07.2020 15:00","152","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 15:00 - 13.07.2020 16:00","117","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 16:00 - 13.07.2020 17:00","79","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 17:00 - 13.07.2020 18:00","41","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 18:00 - 13.07.2020 19:00","14","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 19:00 - 13.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 20:00 - 13.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 21:00 - 13.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 22:00 - 13.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"13.07.2020 23:00 - 14.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 00:00 - 14.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 01:00 - 14.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 02:00 - 14.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 03:00 - 14.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 04:00 - 14.07.2020 05:00","5","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 05:00 - 14.07.2020 06:00","23","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 06:00 - 14.07.2020 07:00","57","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 07:00 - 14.07.2020 08:00","98","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 08:00 - 14.07.2020 09:00","131","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 09:00 - 14.07.2020 10:00","159","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 10:00 - 14.07.2020 11:00","171","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 11:00 - 14.07.2020 12:00","173","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 12:00 - 14.07.2020 13:00","166","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 13:00 - 14.07.2020 14:00","150","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 14:00 - 14.07.2020 15:00","126","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 15:00 - 14.07.2020 16:00","96","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 16:00 - 14.07.2020 17:00","66","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 17:00 - 14.07.2020 18:00","35","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 18:00 - 14.07.2020 19:00","12","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 19:00 - 14.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 20:00 - 14.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 21:00 - 14.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 22:00 - 14.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"14.07.2020 23:00 - 15.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 00:00 - 15.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 01:00 - 15.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 02:00 - 15.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 03:00 - 15.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 04:00 - 15.07.2020 05:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 05:00 - 15.07.2020 06:00","20","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 06:00 - 15.07.2020 07:00","49","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 07:00 - 15.07.2020 08:00","80","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 08:00 - 15.07.2020 09:00","100","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 09:00 - 15.07.2020 10:00","115","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 10:00 - 15.07.2020 11:00","122","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 11:00 - 15.07.2020 12:00","123","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 12:00 - 15.07.2020 13:00","117","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 13:00 - 15.07.2020 14:00","104","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 14:00 - 15.07.2020 15:00","87","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 15:00 - 15.07.2020 16:00","64","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 16:00 - 15.07.2020 17:00","41","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 17:00 - 15.07.2020 18:00","20","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 18:00 - 15.07.2020 19:00","6","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 19:00 - 15.07.2020 20:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 20:00 - 15.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 21:00 - 15.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 22:00 - 15.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"15.07.2020 23:00 - 16.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 00:00 - 16.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 01:00 - 16.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 02:00 - 16.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 03:00 - 16.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 04:00 - 16.07.2020 05:00","3","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 05:00 - 16.07.2020 06:00","11","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 06:00 - 16.07.2020 07:00","27","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 07:00 - 16.07.2020 08:00","50","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 08:00 - 16.07.2020 09:00","69","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 09:00 - 16.07.2020 10:00","91","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 10:00 - 16.07.2020 11:00","110","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 11:00 - 16.07.2020 12:00","123","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 12:00 - 16.07.2020 13:00","122","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 13:00 - 16.07.2020 14:00","112","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 14:00 - 16.07.2020 15:00","94","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 15:00 - 16.07.2020 16:00","71","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 16:00 - 16.07.2020 17:00","48","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 17:00 - 16.07.2020 18:00","25","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 18:00 - 16.07.2020 19:00","8","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 19:00 - 16.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 20:00 - 16.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 21:00 - 16.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 22:00 - 16.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"16.07.2020 23:00 - 17.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 00:00 - 17.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 01:00 - 17.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 02:00 - 17.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 03:00 - 17.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 04:00 - 17.07.2020 05:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 05:00 - 17.07.2020 06:00","7","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 06:00 - 17.07.2020 07:00","19","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 07:00 - 17.07.2020 08:00","35","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 08:00 - 17.07.2020 09:00","53","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 09:00 - 17.07.2020 10:00","73","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 10:00 - 17.07.2020 11:00","93","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 11:00 - 17.07.2020 12:00","108","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 12:00 - 17.07.2020 13:00","115","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 13:00 - 17.07.2020 14:00","112","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 14:00 - 17.07.2020 15:00","101","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 15:00 - 17.07.2020 16:00","79","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 16:00 - 17.07.2020 17:00","53","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 17:00 - 17.07.2020 18:00","28","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 18:00 - 17.07.2020 19:00","10","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 19:00 - 17.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 20:00 - 17.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 21:00 - 17.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 22:00 - 17.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"17.07.2020 23:00 - 18.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 00:00 - 18.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 01:00 - 18.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 02:00 - 18.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 03:00 - 18.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 04:00 - 18.07.2020 05:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 05:00 - 18.07.2020 06:00","21","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 06:00 - 18.07.2020 07:00","52","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 07:00 - 18.07.2020 08:00","92","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 08:00 - 18.07.2020 09:00","133","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 09:00 - 18.07.2020 10:00","165","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 10:00 - 18.07.2020 11:00","186","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 11:00 - 18.07.2020 12:00","195","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 12:00 - 18.07.2020 13:00","188","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 13:00 - 18.07.2020 14:00","169","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 14:00 - 18.07.2020 15:00","143","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 15:00 - 18.07.2020 16:00","113","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 16:00 - 18.07.2020 17:00","78","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 17:00 - 18.07.2020 18:00","40","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 18:00 - 18.07.2020 19:00","13","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 19:00 - 18.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 20:00 - 18.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 21:00 - 18.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 22:00 - 18.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"18.07.2020 23:00 - 19.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 00:00 - 19.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 01:00 - 19.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 02:00 - 19.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 03:00 - 19.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 04:00 - 19.07.2020 05:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 05:00 - 19.07.2020 06:00","22","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 06:00 - 19.07.2020 07:00","58","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 07:00 - 19.07.2020 08:00","104","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 08:00 - 19.07.2020 09:00","146","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 09:00 - 19.07.2020 10:00","180","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 10:00 - 19.07.2020 11:00","204","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 11:00 - 19.07.2020 12:00","216","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 12:00 - 19.07.2020 13:00","212","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 13:00 - 19.07.2020 14:00","193","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 14:00 - 19.07.2020 15:00","162","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 15:00 - 19.07.2020 16:00","124","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 16:00 - 19.07.2020 17:00","83","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 17:00 - 19.07.2020 18:00","41","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 18:00 - 19.07.2020 19:00","13","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 19:00 - 19.07.2020 20:00","1","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 20:00 - 19.07.2020 21:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 21:00 - 19.07.2020 22:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 22:00 - 19.07.2020 23:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"19.07.2020 23:00 - 20.07.2020 00:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 00:00 - 20.07.2020 01:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 01:00 - 20.07.2020 02:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 02:00 - 20.07.2020 03:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 03:00 - 20.07.2020 04:00","0","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 04:00 - 20.07.2020 05:00","4","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 05:00 - 20.07.2020 06:00","23","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 06:00 - 20.07.2020 07:00","59","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 07:00 - 20.07.2020 08:00","108","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 08:00 - 20.07.2020 09:00","153","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 09:00 - 20.07.2020 10:00","188","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 10:00 - 20.07.2020 11:00","212","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 11:00 - 20.07.2020 12:00","223","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 12:00 - 20.07.2020 13:00","217","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
"20.07.2020 13:00 - 20.07.2020 14:00","198","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e"
